Brand	Model	Serviciu	Pret
samsung	Samsung S24 Plus	Display	1100
samsung	Samsung S24 Plus	Geam Camera	150
samsung	Samsung S24 Plus	Inlocuire Capac	450
samsung	Samsung S24 Plus	Microfon	350
samsung	Samsung S24 Plus	Modul/Mufa Incarcare	350
samsung	Samsung S24 Plus	Montaj Placa de Baza	150
samsung	Samsung S24 Plus	Resoftare / Update	150
samsung	Samsung S24 Plus	Sticla	600
samsung	Samsung S24 Ultra	Acumulator	320
samsung	Samsung S24 Ultra	Camera Principala	650
samsung	Samsung S24 Ultra	Camera Selfie	250
samsung	Samsung S24 Ultra	Casca / Sita	250
samsung	Samsung S24 Ultra	Curatare Apa (Oxid)	200
samsung	Samsung S24 Ultra	Difuzor / Buzzer	350
samsung	Samsung S24 Ultra	Display	1550
samsung	Samsung S24 Ultra	Geam Camera	150
samsung	Samsung S24 Ultra	Inlocuire Capac	450
samsung	Samsung S24 Ultra	Microfon	350
samsung	Samsung S24 Ultra	Modul/Mufa Incarcare	350
samsung	Samsung S24 Ultra	Montaj Placa de Baza	150
samsung	Samsung S24 Ultra	Resoftare / Update	150
samsung	Samsung S24 Ultra	Sticla	700
samsung	Samsung S25	Acumulator	400
samsung	Samsung S25	Camera Principala	500
samsung	Samsung S25	Camera Selfie	300
samsung	Samsung S25	Casca / Sita	250
samsung	Samsung S25	Curatare Apa (Oxid)	200
samsung	Samsung S25	Difuzor / Buzzer	350
samsung	Samsung S25	Display	950
samsung	Samsung S25	Geam Camera	150
samsung	Samsung S25	Inlocuire Capac	450
samsung	Samsung S25	Microfon	350
samsung	Samsung S25	Modul/Mufa Incarcare	350
samsung	Samsung S25	Montaj Placa de Baza	150
samsung	Samsung S25	Resoftare / Update	150
samsung	Samsung S25	Sticla	700
samsung	Samsung S25 Plus	Acumulator	400
samsung	Samsung S25 Plus	Camera Principala	500
samsung	Samsung S25 Plus	Camera Selfie	300
samsung	Samsung S25 Plus	Casca / Sita	250
samsung	Samsung S25 Plus	Curatare Apa (Oxid)	200
samsung	Samsung S25 Plus	Difuzor / Buzzer	350
samsung	Samsung S25 Plus	Display	980
samsung	Samsung S25 Plus	Geam Camera	150
samsung	Samsung S25 Plus	Inlocuire Capac	450
samsung	Samsung S25 Plus	Microfon	370
samsung	Samsung S25 Plus	Modul/Mufa Incarcare	370
samsung	Samsung S25 Plus	Montaj Placa de Baza	150
samsung	Samsung S25 Plus	Resoftare / Update	150
samsung	Samsung S25 Plus	Sticla	750
samsung	Samsung S25 Ultra	Acumulator	480
samsung	Samsung S25 Ultra	Camera Principala	750
samsung	Samsung S25 Ultra	Camera Selfie	300
samsung	Samsung S25 Ultra	Casca / Sita	250
samsung	Samsung S25 Ultra	Curatare Apa (Oxid)	200
samsung	Samsung S25 Ultra	Difuzor / Buzzer	350
samsung	Samsung S25 Ultra	Display	1850
samsung	Samsung S25 Ultra	Geam Camera	150
samsung	Samsung S25 Ultra	Inlocuire Capac	450
samsung	Samsung S25 Ultra	Microfon	400
samsung	Samsung S25 Ultra	Modul/Mufa Incarcare	400
samsung	Samsung S25 Ultra	Montaj Placa de Baza	150
samsung	Samsung S25 Ultra	Resoftare / Update	150
samsung	Samsung S25 Ultra	Sticla	950
samsung	Samsung Z Flip 3	Acumulator	160
samsung	Samsung Z Flip 3	Camera Principala	350
samsung	Samsung Z Flip 3	Camera Selfie	300
samsung	Samsung Z Flip 3	Casca / Sita	150
samsung	Samsung Z Flip 3	Curatare Apa (Oxid)	200
samsung	Samsung Z Flip 3	Difuzor / Buzzer	160
samsung	Samsung Z Flip 3	Display	900
samsung	Samsung Z Flip 3	Geam Camera	150
samsung	Samsung Z Flip 3	Inlocuire Capac	200
samsung	Samsung Z Flip 3	Microfon	180
samsung	Samsung Z Flip 3	Modul/Mufa Incarcare	180
samsung	Samsung Z Flip 3	Montaj Placa de Baza	150
samsung	Samsung Z Flip 3	Resoftare / Update	150
samsung	Samsung Z Flip 3	Sticla	400
samsung	Samsung Z Flip 4	Acumulator	180
samsung	Samsung Z Flip 4	Camera Principala	350
samsung	Samsung Z Flip 4	Camera Selfie	300
samsung	Samsung Z Flip 4	Casca / Sita	150
samsung	Samsung Z Flip 4	Curatare Apa (Oxid)	200
samsung	Samsung Z Flip 4	Difuzor / Buzzer	170
samsung	Samsung Z Flip 4	Display	950
samsung	Samsung Z Flip 4	Geam Camera	150
samsung	Samsung Z Flip 4	Inlocuire Capac	200
samsung	Samsung Z Flip 4	Microfon	190
samsung	Samsung Z Flip 4	Modul/Mufa Incarcare	190
samsung	Samsung Z Flip 4	Montaj Placa de Baza	150
samsung	Samsung Z Flip 4	Resoftare / Update	150
samsung	Samsung Z Flip 4	Sticla	420
samsung	Samsung Z Flip 5	Acumulator	180
samsung	Samsung Z Flip 5	Camera Principala	400
samsung	Samsung Z Flip 5	Camera Selfie	300
samsung	Samsung Z Flip 5	Casca / Sita	150
samsung	Samsung Z Flip 5	Curatare Apa (Oxid)	200
samsung	Samsung Z Flip 5	Difuzor / Buzzer	170
samsung	Samsung Z Flip 5	Display	1000
samsung	Samsung Z Flip 5	Geam Camera	150
samsung	Samsung Z Flip 5	Inlocuire Capac	200
samsung	Samsung Z Flip 5	Microfon	190
samsung	Samsung Z Flip 5	Modul/Mufa Incarcare	190
samsung	Samsung Z Flip 5	Montaj Placa de Baza	150
samsung	Samsung Z Flip 5	Resoftare / Update	150
samsung	Samsung Z Flip 5	Sticla	450
samsung	Samsung Z Flip 6	Acumulator	200
samsung	Samsung Z Flip 6	Camera Principala	400
samsung	Samsung Z Flip 6	Camera Selfie	300
samsung	Samsung Z Flip 6	Casca / Sita	150
samsung	Samsung Z Flip 6	Curatare Apa (Oxid)	200
samsung	Samsung Z Flip 6	Difuzor / Buzzer	180
samsung	Samsung Z Flip 6	Display	1100
samsung	Samsung Z Flip 6	Geam Camera	150
samsung	Samsung Z Flip 6	Inlocuire Capac	300
samsung	Samsung Z Flip 6	Microfon	200
samsung	Samsung Z Flip 6	Modul/Mufa Incarcare	200
samsung	Samsung Z Flip 6	Montaj Placa de Baza	150
samsung	Samsung Z Flip 6	Resoftare / Update	150
samsung	Samsung Z Flip 6	Sticla	480
samsung	Samsung Z Flip 7	Acumulator	200
samsung	Samsung Z Flip 7	Camera Principala	400
samsung	Samsung Z Flip 7	Camera Selfie	300
samsung	Samsung Z Flip 7	Casca / Sita	150
samsung	Samsung Z Flip 7	Curatare Apa (Oxid)	200
samsung	Samsung Z Flip 7	Difuzor / Buzzer	180
samsung	Samsung Z Flip 7	Display	1200
samsung	Samsung Z Flip 7	Geam Camera	150
samsung	Samsung Z Flip 7	Inlocuire Capac	300
samsung	Samsung Z Flip 7	Microfon	200
samsung	Samsung Z Flip 7	Modul/Mufa Incarcare	200
samsung	Samsung Z Flip 7	Montaj Placa de Baza	150
samsung	Samsung Z Flip 7	Resoftare / Update	150
samsung	Samsung Z Flip 7	Sticla	500
samsung	Samsung Z Fold 3	Acumulator	250
samsung	Samsung Z Fold 3	Camera Principala	450
samsung	Samsung Z Fold 3	Camera Selfie	300
samsung	Samsung Z Fold 3	Casca / Sita	180
samsung	Samsung Z Fold 3	Curatare Apa (Oxid)	200
samsung	Samsung Z Fold 3	Difuzor / Buzzer	210
samsung	Samsung Z Fold 3	Display	1550
samsung	Samsung Z Fold 3	Geam Camera	150
samsung	Samsung Z Fold 3	Inlocuire Capac	300
samsung	Samsung Z Fold 3	Microfon	250
samsung	Samsung Z Fold 3	Modul/Mufa Incarcare	250
samsung	Samsung Z Fold 3	Montaj Placa de Baza	150
samsung	Samsung Z Fold 3	Resoftare / Update	150
samsung	Samsung Z Fold 3	Sticla	750
samsung	Samsung Z Fold 4	Acumulator	300
samsung	Samsung Z Fold 4	Camera Principala	450
samsung	Samsung Z Fold 4	Camera Selfie	300
samsung	Samsung Z Fold 4	Casca / Sita	180
samsung	Samsung Z Fold 4	Curatare Apa (Oxid)	200
samsung	Samsung Z Fold 4	Difuzor / Buzzer	210
samsung	Samsung Z Fold 4	Display	1800
samsung	Samsung Z Fold 4	Geam Camera	150
samsung	Samsung Z Fold 4	Inlocuire Capac	300
samsung	Samsung Z Fold 4	Microfon	250
samsung	Samsung Z Fold 4	Modul/Mufa Incarcare	250
samsung	Samsung Z Fold 4	Montaj Placa de Baza	150
samsung	Samsung Z Fold 4	Resoftare / Update	150
samsung	Samsung Z Fold 4	Sticla	800
samsung	Samsung Z Fold 5	Acumulator	300
samsung	Samsung Z Fold 5	Camera Principala	450
samsung	Samsung Z Fold 5	Camera Selfie	300
samsung	Samsung Z Fold 5	Casca / Sita	180
samsung	Samsung Z Fold 5	Curatare Apa (Oxid)	200
samsung	Samsung Z Fold 5	Difuzor / Buzzer	210
samsung	Samsung Z Fold 5	Display	1900
samsung	Samsung Z Fold 5	Geam Camera	150
samsung	Samsung Z Fold 5	Inlocuire Capac	300
samsung	Samsung Z Fold 5	Microfon	250
samsung	Samsung Z Fold 5	Modul/Mufa Incarcare	250
samsung	Samsung Z Fold 5	Montaj Placa de Baza	150
samsung	Samsung Z Fold 5	Resoftare / Update	150
samsung	Samsung Z Fold 5	Sticla	850
samsung	Samsung Z Fold 6	Acumulator	350
samsung	Samsung Z Fold 6	Camera Principala	550
samsung	Samsung Z Fold 6	Camera Selfie	300
samsung	Samsung Z Fold 6	Casca / Sita	180
samsung	Samsung Z Fold 6	Curatare Apa (Oxid)	200
samsung	Samsung Z Fold 6	Difuzor / Buzzer	210
samsung	Samsung Z Fold 6	Display	2000
samsung	Samsung Z Fold 6	Geam Camera	150
samsung	Samsung Z Fold 6	Inlocuire Capac	300
samsung	Samsung Z Fold 6	Microfon	250
samsung	Samsung Z Fold 6	Modul/Mufa Incarcare	250
samsung	Samsung Z Fold 6	Montaj Placa de Baza	150
samsung	Samsung Z Fold 6	Resoftare / Update	150
samsung	Samsung Z Fold 6	Sticla	900
samsung	Samsung Z Fold 7	Acumulator	350
samsung	Samsung Z Fold 7	Camera Principala	550
samsung	Samsung Z Fold 7	Camera Selfie	300
samsung	Samsung Z Fold 7	Casca / Sita	180
samsung	Samsung Z Fold 7	Curatare Apa (Oxid)	200
samsung	Samsung Z Fold 7	Difuzor / Buzzer	210
samsung	Samsung Z Fold 7	Display	2200
samsung	Samsung Z Fold 7	Geam Camera	150
samsung	Samsung Z Fold 7	Inlocuire Capac	300
samsung	Samsung Z Fold 7	Microfon	250
samsung	Samsung Z Fold 7	Modul/Mufa Incarcare	250
samsung	Samsung Z Fold 7	Montaj Placa de Baza	150
samsung	Samsung Z Fold 7	Resoftare / Update	150
samsung	Samsung Z Fold 7	Sticla	950
huawei	Huawei Mate 20	Acumulator	200
huawei	Huawei Mate 20	Buton Power - Volum	200
huawei	Huawei Mate 20	Camera	150
huawei	Huawei Mate 20	Casca / Sita	220
huawei	Huawei Mate 20	Curatare Apa (Oxid)	200
huawei	Huawei Mate 20	Difuzor / Buzzer	250
huawei	Huawei Mate 20	Display	350
huawei	Huawei Mate 20	Geam Camera	150
huawei	Huawei Mate 20	Microfon	220
huawei	Huawei Mate 20	Montaj Placa de Baza	150
huawei	Huawei Mate 20	Mufa Incarcare	250
huawei	Huawei Mate 20	Mufa Jack	150
huawei	Huawei Mate 20	Reconditionare Capac	140
huawei	Huawei Mate 20	Resoftare / Update	130
huawei	Huawei Mate 20	Salvare Date	130
huawei	Huawei Mate 20 Pro	Acumulator	220
huawei	Huawei Mate 20 Pro	Buton Power - Volum	200
huawei	Huawei Mate 20 Pro	Camera	180
huawei	Huawei Mate 20 Pro	Casca / Sita	220
huawei	Huawei Mate 20 Pro	Curatare Apa (Oxid)	200
huawei	Huawei Mate 20 Pro	Difuzor / Buzzer	250
huawei	Huawei Mate 20 Pro	Display	850
huawei	Huawei Mate 20 Pro	Geam Camera	150
huawei	Huawei Mate 20 Pro	Microfon	220
huawei	Huawei Mate 20 Pro	Montaj Placa de Baza	150
huawei	Huawei Mate 20 Pro	Mufa Incarcare	250
huawei	Huawei Mate 20 Pro	Mufa Jack	150
huawei	Huawei Mate 20 Pro	Reconditionare Capac	250
huawei	Huawei Mate 20 Pro	Resoftare / Update	130
huawei	Huawei Mate 20 Pro	Salvare Date	130
huawei	Huawei P30	Acumulator	180
huawei	Huawei P30	Buton Power - Volum	200
huawei	Huawei P30	Camera	250
huawei	Huawei P30	Casca / Sita	220
huawei	Huawei P30	Curatare Apa (Oxid)	200
huawei	Huawei P30	Difuzor / Buzzer	250
huawei	Huawei P30	Display	600
huawei	Huawei P30	Geam Camera	150
huawei	Huawei P30	Microfon	220
huawei	Huawei P30	Montaj Placa de Baza	150
huawei	Huawei P30	Mufa Incarcare	250
huawei	Huawei P30	Mufa Jack	150
huawei	Huawei P30	Reconditionare Capac	200
huawei	Huawei P30	Resoftare / Update	130
huawei	Huawei P30	Salvare Date	130
huawei	Huawei P30 Lite	Acumulator	150
huawei	Huawei P30 Lite	Buton Power - Volum	140
huawei	Huawei P30 Lite	Camera	200
huawei	Huawei P30 Lite	Casca / Sita	220
huawei	Huawei P30 Lite	Curatare Apa (Oxid)	200
huawei	Huawei P30 Lite	Difuzor / Buzzer	250
huawei	Huawei P30 Lite	Display	350
huawei	Huawei P30 Lite	Geam Camera	150
huawei	Huawei P30 Lite	Microfon	220
huawei	Huawei P30 Lite	Montaj Placa de Baza	150
huawei	Huawei P30 Lite	Mufa Incarcare	250
huawei	Huawei P30 Lite	Mufa Jack	150
huawei	Huawei P30 Lite	Reconditionare Capac	180
huawei	Huawei P30 Lite	Resoftare / Update	130
huawei	Huawei P30 Lite	Salvare Date	130
huawei	Huawei P30 Pro	Acumulator	240
huawei	Huawei P30 Pro	Buton Power - Volum	250
huawei	Huawei P30 Pro	Camera	350
huawei	Huawei P30 Pro	Casca / Sita	220
huawei	Huawei P30 Pro	Curatare Apa (Oxid)	200
huawei	Huawei P30 Pro	Difuzor / Buzzer	250
huawei	Huawei P30 Pro	Display	900
huawei	Huawei P30 Pro	Geam Camera	150
huawei	Huawei P30 Pro	Microfon	220
huawei	Huawei P30 Pro	Montaj Placa de Baza	150
huawei	Huawei P30 Pro	Mufa Incarcare	250
huawei	Huawei P30 Pro	Mufa Jack	150
huawei	Huawei P30 Pro	Reconditionare Capac	370
huawei	Huawei P30 Pro	Resoftare / Update	130
huawei	Huawei P30 Pro	Salvare Date	130
huawei	Huawei P40	Acumulator	220
huawei	Huawei P40	Buton Power - Volum	200
huawei	Huawei P40	Camera	190
huawei	Huawei P40	Casca / Sita	220
huawei	Huawei P40	Curatare Apa (Oxid)	200
huawei	Huawei P40	Difuzor / Buzzer	250
huawei	Huawei P40	Display	800
huawei	Huawei P40	Geam Camera	150
huawei	Huawei P40	Microfon	220
huawei	Huawei P40	Montaj Placa de Baza	150
huawei	Huawei P40	Mufa Incarcare	250
huawei	Huawei P40	Mufa Jack	150
huawei	Huawei P40	Reconditionare Capac	180
huawei	Huawei P40	Resoftare / Update	130
huawei	Huawei P40	Salvare Date	130
huawei	Huawei P40 Lite	Acumulator	180
huawei	Huawei P40 Lite	Buton Power - Volum	170
huawei	Huawei P40 Lite	Camera	190
huawei	Huawei P40 Lite	Casca / Sita	220
huawei	Huawei P40 Lite	Curatare Apa (Oxid)	200
huawei	Huawei P40 Lite	Difuzor / Buzzer	250
huawei	Huawei P40 Lite	Display	330
huawei	Huawei P40 Lite	Geam Camera	150
huawei	Huawei P40 Lite	Microfon	220
huawei	Huawei P40 Lite	Montaj Placa de Baza	150
huawei	Huawei P40 Lite	Mufa Incarcare	250
huawei	Huawei P40 Lite	Mufa Jack	150
huawei	Huawei P40 Lite	Reconditionare Capac	180
huawei	Huawei P40 Lite	Resoftare / Update	130
huawei	Huawei P40 Lite	Salvare Date	130
huawei	Huawei P40 Pro	Acumulator	350
huawei	Huawei P40 Pro	Buton Power - Volum	300
huawei	Huawei P40 Pro	Camera	400
huawei	Huawei P40 Pro	Casca / Sita	220
huawei	Huawei P40 Pro	Curatare Apa (Oxid)	200
huawei	Huawei P40 Pro	Difuzor / Buzzer	250
huawei	Huawei P40 Pro	Display	1390
huawei	Huawei P40 Pro	Geam Camera	150
huawei	Huawei P40 Pro	Microfon	220
huawei	Huawei P40 Pro	Montaj Placa de Baza	150
huawei	Huawei P40 Pro	Mufa Incarcare	250
huawei	Huawei P40 Pro	Mufa Jack	150
huawei	Huawei P40 Pro	Reconditionare Capac	380
huawei	Huawei P40 Pro	Resoftare / Update	130
huawei	Huawei P40 Pro	Salvare Date	130
huawei	Mate 30	Acumulator	220
huawei	Mate 30	Buton Power - Volum	250
huawei	Mate 30	Camera	350
huawei	Mate 30	Casca / Sita	220
huawei	Mate 30	Curatare Apa (Oxid)	200
huawei	Mate 30	Difuzor / Buzzer	250
huawei	Mate 30	Display	450
huawei	Mate 30	Geam Camera	150
huawei	Mate 30	Microfon	220
huawei	Mate 30	Montaj Placa de Baza	150
huawei	Mate 30	Mufa Incarcare	250
huawei	Mate 30	Mufa Jack	250
huawei	Mate 30	Reconditionare Capac	300
huawei	Mate 30	Resoftare / Update	130
huawei	Mate 30	Salvare Date	130
huawei	Mate 30 Pro	Acumulator	220
huawei	Mate 30 Pro	Buton Power - Volum	250
huawei	Mate 30 Pro	Camera	0
huawei	Mate 30 Pro	Casca / Sita	220
huawei	Mate 30 Pro	Curatare Apa (Oxid)	200
huawei	Mate 30 Pro	Difuzor / Buzzer	250
huawei	Mate 30 Pro	Display	1750
huawei	Mate 30 Pro	Geam Camera	150
huawei	Mate 30 Pro	Microfon	220
huawei	Mate 30 Pro	Montaj Placa de Baza	150
huawei	Mate 30 Pro	Mufa Incarcare	300
huawei	Mate 30 Pro	Mufa Jack	250
huawei	Mate 30 Pro	Reconditionare Capac	300
huawei	Mate 30 Pro	Resoftare / Update	130
huawei	Mate 30 Pro	Salvare Date	130
huawei	Mate 40	Acumulator	250
huawei	Mate 40	Buton Power - Volum	250
huawei	Mate 40	Camera	0
huawei	Mate 40	Casca / Sita	220
huawei	Mate 40	Curatare Apa (Oxid)	200
huawei	Mate 40	Difuzor / Buzzer	250
huawei	Mate 40	Display	850
huawei	Mate 40	Geam Camera	150
huawei	Mate 40	Microfon	220
huawei	Mate 40	Montaj Placa de Baza	150
huawei	Mate 40	Mufa Incarcare	300
huawei	Mate 40	Mufa Jack	250
huawei	Mate 40	Reconditionare Capac	300
huawei	Mate 40	Resoftare / Update	130
huawei	Mate 40	Salvare Date	130
huawei	Mate 40 Pro	Acumulator	300
huawei	Mate 40 Pro	Buton Power - Volum	250
huawei	Mate 40 Pro	Camera	0
huawei	Mate 40 Pro	Casca / Sita	220
huawei	Mate 40 Pro	Curatare Apa (Oxid)	200
huawei	Mate 40 Pro	Difuzor / Buzzer	250
huawei	Mate 40 Pro	Display	1250
huawei	Mate 40 Pro	Geam Camera	150
huawei	Mate 40 Pro	Microfon	220
huawei	Mate 40 Pro	Montaj Placa de Baza	150
huawei	Mate 40 Pro	Mufa Incarcare	320
huawei	Mate 40 Pro	Mufa Jack	250
huawei	Mate 40 Pro	Reconditionare Capac	300
huawei	Mate 40 Pro	Resoftare / Update	130
huawei	Mate 40 Pro	Salvare Date	130
huawei	Mate 50	Acumulator	300
huawei	Mate 50	Buton Power - Volum	250
huawei	Mate 50	Camera	0
huawei	Mate 50	Casca / Sita	220
huawei	Mate 50	Curatare Apa (Oxid)	200
huawei	Mate 50	Difuzor / Buzzer	250
huawei	Mate 50	Display	1300
huawei	Mate 50	Geam Camera	150
huawei	Mate 50	Microfon	220
huawei	Mate 50	Montaj Placa de Baza	150
huawei	Mate 50	Mufa Incarcare	420
huawei	Mate 50	Mufa Jack	250
huawei	Mate 50	Reconditionare Capac	450
huawei	Mate 50	Resoftare / Update	130
huawei	Mate 50	Salvare Date	130
huawei	Mate 50 Pro	Acumulator	300
huawei	Mate 50 Pro	Buton Power - Volum	250
huawei	Mate 50 Pro	Camera	0
huawei	Mate 50 Pro	Casca / Sita	220
huawei	Mate 50 Pro	Curatare Apa (Oxid)	200
huawei	Mate 50 Pro	Difuzor / Buzzer	250
huawei	Mate 50 Pro	Display	1020
huawei	Mate 50 Pro	Geam Camera	150
huawei	Mate 50 Pro	Microfon	220
huawei	Mate 50 Pro	Montaj Placa de Baza	150
huawei	Mate 50 Pro	Mufa Incarcare	450
huawei	Mate 50 Pro	Mufa Jack	250
huawei	Mate 50 Pro	Reconditionare Capac	450
huawei	Mate 50 Pro	Resoftare / Update	130
huawei	Mate 50 Pro	Salvare Date	130
huawei	Nova 10	Acumulator	220
huawei	Nova 10	Buton Power - Volum	250
huawei	Nova 10	Camera	0
huawei	Nova 10	Casca / Sita	220
huawei	Nova 10	Curatare Apa (Oxid)	200
huawei	Nova 10	Difuzor / Buzzer	250
huawei	Nova 10	Display	550
huawei	Nova 10	Geam Camera	150
huawei	Nova 10	Microfon	220
huawei	Nova 10	Montaj Placa de Baza	150
huawei	Nova 10	Mufa Incarcare	300
huawei	Nova 10	Mufa Jack	250
huawei	Nova 10	Reconditionare Capac	280
huawei	Nova 10	Resoftare / Update	130
huawei	Nova 10	Salvare Date	130
huawei	Nova 10 Pro	Acumulator	220
huawei	Nova 10 Pro	Buton Power - Volum	250
huawei	Nova 10 Pro	Camera	0
huawei	Nova 10 Pro	Casca / Sita	220
huawei	Nova 10 Pro	Curatare Apa (Oxid)	200
huawei	Nova 10 Pro	Difuzor / Buzzer	250
huawei	Nova 10 Pro	Display	1300
huawei	Nova 10 Pro	Geam Camera	150
huawei	Nova 10 Pro	Microfon	220
huawei	Nova 10 Pro	Montaj Placa de Baza	150
huawei	Nova 10 Pro	Mufa Incarcare	300
huawei	Nova 10 Pro	Mufa Jack	250
huawei	Nova 10 Pro	Reconditionare Capac	280
huawei	Nova 10 Pro	Resoftare / Update	130
huawei	Nova 10 Pro	Salvare Date	130
huawei	Nova 5T	Acumulator	220
huawei	Nova 5T	Buton Power - Volum	250
huawei	Nova 5T	Camera	0
huawei	Nova 5T	Casca / Sita	220
huawei	Nova 5T	Curatare Apa (Oxid)	200
huawei	Nova 5T	Difuzor / Buzzer	250
huawei	Nova 5T	Display	350
huawei	Nova 5T	Geam Camera	150
huawei	Nova 5T	Microfon	220
huawei	Nova 5T	Montaj Placa de Baza	150
huawei	Nova 5T	Mufa Incarcare	210
huawei	Nova 5T	Mufa Jack	250
huawei	Nova 5T	Reconditionare Capac	280
huawei	Nova 5T	Resoftare / Update	130
huawei	Nova 5T	Salvare Date	130
huawei	Nova 9	Acumulator	220
huawei	Nova 9	Buton Power - Volum	250
huawei	Nova 9	Camera	0
huawei	Nova 9	Casca / Sita	220
huawei	Nova 9	Curatare Apa (Oxid)	200
huawei	Nova 9	Difuzor / Buzzer	250
huawei	Nova 9	Display	350
huawei	Nova 9	Geam Camera	150
huawei	Nova 9	Microfon	220
huawei	Nova 9	Montaj Placa de Baza	150
huawei	Nova 9	Mufa Incarcare	220
huawei	Nova 9	Mufa Jack	250
huawei	Nova 9	Reconditionare Capac	280
huawei	Nova 9	Resoftare / Update	130
huawei	Nova 9	Salvare Date	130
huawei	P30	Acumulator	220
huawei	P30	Buton Power - Volum	250
huawei	P30	Camera	0
huawei	P30	Casca / Sita	220
huawei	P30	Curatare Apa (Oxid)	200
huawei	P30	Difuzor / Buzzer	250
huawei	P30	Display	550
huawei	P30	Geam Camera	150
huawei	P30	Microfon	220
huawei	P30	Montaj Placa de Baza	150
huawei	P30	Mufa Incarcare	200
huawei	P30	Mufa Jack	250
huawei	P30	Reconditionare Capac	280
huawei	P30	Resoftare / Update	130
huawei	P30	Salvare Date	130
huawei	P30 Pro	Acumulator	220
huawei	P30 Pro	Buton Power - Volum	250
huawei	P30 Pro	Camera	0
huawei	P30 Pro	Casca / Sita	220
huawei	P30 Pro	Curatare Apa (Oxid)	200
huawei	P30 Pro	Difuzor / Buzzer	250
huawei	P30 Pro	Display	700
huawei	P30 Pro	Geam Camera	150
huawei	P30 Pro	Microfon	220
huawei	P30 Pro	Montaj Placa de Baza	150
huawei	P30 Pro	Mufa Incarcare	230
huawei	P30 Pro	Mufa Jack	250
huawei	P30 Pro	Reconditionare Capac	280
huawei	P30 Pro	Resoftare / Update	130
huawei	P30 Pro	Salvare Date	130
huawei	P40	Acumulator	220
huawei	P40	Buton Power - Volum	250
huawei	P40	Camera	0
huawei	P40	Casca / Sita	220
huawei	P40	Curatare Apa (Oxid)	200
huawei	P40	Difuzor / Buzzer	250
huawei	P40	Display	750
huawei	P40	Geam Camera	150
huawei	P40	Microfon	220
huawei	P40	Montaj Placa de Baza	150
huawei	P40	Mufa Incarcare	230
huawei	P40	Mufa Jack	250
huawei	P40	Reconditionare Capac	280
huawei	P40	Resoftare / Update	130
huawei	P40	Salvare Date	130
huawei	P40 Lite	Acumulator	220
huawei	P40 Lite	Buton Power - Volum	250
huawei	P40 Lite	Camera	0
huawei	P40 Lite	Casca / Sita	220
huawei	P40 Lite	Curatare Apa (Oxid)	200
huawei	P40 Lite	Difuzor / Buzzer	250
huawei	P40 Lite	Display	350
huawei	P40 Lite	Geam Camera	150
huawei	P40 Lite	Microfon	220
huawei	P40 Lite	Montaj Placa de Baza	150
huawei	P40 Lite	Mufa Incarcare	200
huawei	P40 Lite	Mufa Jack	250
huawei	P40 Lite	Reconditionare Capac	280
huawei	P40 Lite	Resoftare / Update	130
huawei	P40 Lite	Salvare Date	130
huawei	P40 Pro	Acumulator	280
huawei	P40 Pro	Buton Power - Volum	250
huawei	P40 Pro	Camera	0
huawei	P40 Pro	Casca / Sita	220
huawei	P40 Pro	Curatare Apa (Oxid)	200
huawei	P40 Pro	Difuzor / Buzzer	250
huawei	P40 Pro	Display	980
huawei	P40 Pro	Geam Camera	150
huawei	P40 Pro	Microfon	220
huawei	P40 Pro	Montaj Placa de Baza	150
huawei	P40 Pro	Mufa Incarcare	300
huawei	P40 Pro	Mufa Jack	250
huawei	P40 Pro	Reconditionare Capac	280
huawei	P40 Pro	Resoftare / Update	130
huawei	P40 Pro	Salvare Date	130
huawei	P40 Pro+	Acumulator	350
huawei	P40 Pro+	Buton Power - Volum	250
huawei	P40 Pro+	Camera	0
huawei	P40 Pro+	Casca / Sita	220
huawei	P40 Pro+	Curatare Apa (Oxid)	200
huawei	P40 Pro+	Difuzor / Buzzer	250
huawei	P40 Pro+	Display	1280
huawei	P40 Pro+	Geam Camera	150
huawei	P40 Pro+	Microfon	220
huawei	P40 Pro+	Montaj Placa de Baza	150
huawei	P40 Pro+	Mufa Incarcare	300
huawei	P40 Pro+	Mufa Jack	250
huawei	P40 Pro+	Reconditionare Capac	350
huawei	P40 Pro+	Resoftare / Update	130
huawei	P40 Pro+	Salvare Date	130
huawei	P50	Acumulator	350
huawei	P50	Buton Power - Volum	250
huawei	P50	Camera	0
huawei	P50	Casca / Sita	220
huawei	P50	Curatare Apa (Oxid)	200
huawei	P50	Difuzor / Buzzer	250
huawei	P50	Display	1300
huawei	P50	Geam Camera	150
huawei	P50	Microfon	220
huawei	P50	Montaj Placa de Baza	150
huawei	P50	Mufa Incarcare	300
huawei	P50	Mufa Jack	250
huawei	P50	Reconditionare Capac	350
huawei	P50	Resoftare / Update	130
huawei	P50	Salvare Date	130
huawei	P50 Pro	Acumulator	350
huawei	P50 Pro	Buton Power - Volum	250
huawei	P50 Pro	Camera	0
huawei	P50 Pro	Casca / Sita	220
huawei	P50 Pro	Curatare Apa (Oxid)	200
huawei	P50 Pro	Difuzor / Buzzer	250
huawei	P50 Pro	Display	1050
huawei	P50 Pro	Geam Camera	150
huawei	P50 Pro	Microfon	220
huawei	P50 Pro	Montaj Placa de Baza	150
huawei	P50 Pro	Mufa Incarcare	350
huawei	P50 Pro	Mufa Jack	250
huawei	P50 Pro	Reconditionare Capac	350
huawei	P50 Pro	Resoftare / Update	130
